Day,High(°F),Low(°F),Precip.month(inch),Precip.year(inch),Snowmonth(inch),Snowyear(inch),State,Precip.(inch),Snow(inch),Snowdepth(inch)
9 mar,60.5,36.4,1.65,13.15,0,0.98,Climate Addison - Alabama,NA,NA,NA
10 mar,60.9,36.6,1.81,13.31,0,0.98,Climate Addison - Alabama,NA,NA,NA
11 mar,61.2,36.9,1.97,13.46,0,0.98,Climate Addison - Alabama,NA,NA,NA
12 mar,61.5,37.1,2.13,13.62,0,0.98,Climate Addison - Alabama,NA,NA,NA
13 mar,61.8,37.3,2.32,13.82,0,0.98,Climate Addison - Alabama,NA,NA,NA
14 mar,62.1,37.5,2.48,13.98,0,0.98,Climate Addison - Alabama,NA,NA,NA
15 mar,62.4,37.7,2.64,14.13,0,0.98,Climate Addison - Alabama,NA,NA,NA
16 mar,62.7,37.9,2.83,14.29,0,0.98,Climate Addison - Alabama,NA,NA,NA
17 mar,63.1,38.1,2.99,14.49,0,0.98,Climate Addison - Alabama,NA,NA,NA
18 mar,63.4,38.3,3.15,14.65,0,0.98,Climate Addison - Alabama,NA,NA,NA
19 mar,63.7,38.5,3.31,14.8,0,0.98,Climate Addison - Alabama,NA,NA,NA
20 mar,64,38.7,3.46,14.96,0,0.98,Climate Addison - Alabama,NA,NA,NA
21 mar,64.3,38.9,3.62,15.12,0,0.98,Climate Addison - Alabama,NA,NA,NA
22 mar,64.6,39.1,3.82,15.28,0,0.98,Climate Addison - Alabama,NA,NA,NA
23 mar,64.9,39.4,3.98,15.47,0,0.98,Climate Addison - Alabama,NA,NA,NA
24 mar,65.2,39.6,4.13,15.63,0,0.98,Climate Addison - Alabama,NA,NA,NA
25 mar,65.5,39.8,4.29,15.79,0,0.98,Climate Addison - Alabama,NA,NA,NA
26 mar,65.8,40,4.45,15.94,0,0.98,Climate Addison - Alabama,NA,NA,NA
27 mar,66.1,40.2,4.61,16.1,0,0.98,Climate Addison - Alabama,NA,NA,NA
28 mar,66.4,40.5,4.76,16.26,0,0.98,Climate Addison - Alabama,NA,NA,NA
29 mar,66.7,40.7,4.92,16.42,0,0.98,Climate Addison - Alabama,NA,NA,NA
30 mar,67,40.9,5.12,16.57,0,0.98,Climate Addison - Alabama,NA,NA,NA
31 mar,67.3,41.2,5.28,16.73,0,0.98,Climate Addison - Alabama,NA,NA,NA
1 apr,67.6,41.4,0.2,16.93,0,0.98,Climate Addison - Alabama,NA,NA,NA
2 apr,67.9,41.7,0.35,17.13,0,0.98,Climate Addison - Alabama,NA,NA,NA
3 apr,68.2,41.9,0.51,17.28,0,0.98,Climate Addison - Alabama,NA,NA,NA
4 apr,68.6,42.2,0.71,17.44,0,1.1,Climate Addison - Alabama,NA,NA,NA
5 apr,68.9,42.5,0.87,17.6,0,1.1,Climate Addison - Alabama,NA,NA,NA
6 apr,69.2,42.7,1.02,17.76,0,1.1,Climate Addison - Alabama,NA,NA,NA
7 apr,69.5,43,1.18,17.91,0,1.1,Climate Addison - Alabama,NA,NA,NA
8 apr,69.8,43.3,1.34,18.11,0,1.1,Climate Addison - Alabama,NA,NA,NA
9 apr,70,43.6,1.54,18.27,0.12,1.1,Climate Addison - Alabama,NA,NA,NA
10 apr,70.3,43.9,1.69,18.46,0.12,1.1,Climate Addison - Alabama,NA,NA,NA
11 apr,70.6,44.2,1.85,18.62,0.12,1.1,Climate Addison - Alabama,NA,NA,NA
12 apr,70.9,44.5,2.05,18.78,0.12,1.1,Climate Addison - Alabama,NA,NA,NA
13 apr,71.2,44.8,2.2,18.94,0.12,1.1,Climate Addison - Alabama,NA,NA,NA
14 apr,71.5,45.1,2.36,19.09,0.12,1.1,Climate Addison - Alabama,NA,NA,NA
15 apr,71.8,45.4,2.52,19.25,0.12,1.1,Climate Addison - Alabama,NA,NA,NA
16 apr,72.1,45.7,2.68,19.41,0.12,1.1,Climate Addison - Alabama,NA,NA,NA
17 apr,72.3,46.1,2.83,19.57,0.12,1.1,Climate Addison - Alabama,NA,NA,NA
18 apr,72.6,46.4,2.99,19.72,0.12,1.1,Climate Addison - Alabama,NA,NA,NA
19 apr,72.9,46.7,3.15,19.88,0.12,1.1,Climate Addison - Alabama,NA,NA,NA
20 apr,73.1,47,3.31,20.04,0.12,1.1,Climate Addison - Alabama,NA,NA,NA
21 apr,73.4,47.4,3.46,20.2,0.12,1.1,Climate Addison - Alabama,NA,NA,NA
22 apr,73.7,47.7,3.62,20.35,0.12,1.1,Climate Addison - Alabama,NA,NA,NA
23 apr,73.9,48.1,3.78,20.51,0.12,1.1,Climate Addison - Alabama,NA,NA,NA
24 apr,74.2,48.4,3.94,20.71,0.12,1.1,Climate Addison - Alabama,NA,NA,NA
25 apr,74.4,48.7,4.09,20.87,0.12,1.1,Climate Addison - Alabama,NA,NA,NA
26 apr,74.6,49.1,4.29,21.02,0.12,1.1,Climate Addison - Alabama,NA,NA,NA
27 apr,74.9,49.4,4.45,21.22,0.12,1.1,Climate Addison - Alabama,NA,NA,NA
28 apr,75.1,49.7,4.65,21.38,0.12,1.1,Climate Addison - Alabama,NA,NA,NA
29 apr,75.3,50.1,4.8,21.54,0.12,1.1,Climate Addison - Alabama,NA,NA,NA
30 apr,75.5,50.4,4.96,21.69,0.12,1.1,Climate Addison - Alabama,NA,NA,NA
1 may,75.7,50.7,0.16,21.85,0,1.1,Climate Addison - Alabama,NA,NA,NA
2 may,76,51,0.31,22.05,0,1.1,Climate Addison - Alabama,NA,NA,NA
3 may,76.2,51.4,0.51,22.2,0,1.1,Climate Addison - Alabama,NA,NA,NA
4 may,76.4,51.7,0.67,22.36,0,1.1,Climate Addison - Alabama,NA,NA,NA
5 may,76.6,52,0.83,22.56,0,1.1,Climate Addison - Alabama,NA,NA,NA
6 may,76.8,52.3,0.98,22.72,0,1.1,Climate Addison - Alabama,NA,NA,NA
7 may,76.9,52.6,1.18,22.87,0,1.1,Climate Addison - Alabama,NA,NA,NA
8 may,77.1,52.9,1.34,23.03,0,1.1,Climate Addison - Alabama,NA,NA,NA
9 may,77.3,53.2,1.5,23.19,0,1.1,Climate Addison - Alabama,NA,NA,NA
10 may,77.5,53.5,1.65,23.39,0,1.1,Climate Addison - Alabama,NA,NA,NA
11 may,77.7,53.8,1.85,23.54,0,1.1,Climate Addison - Alabama,NA,NA,NA
12 may,77.9,54.1,2.01,23.7,0,1.1,Climate Addison - Alabama,NA,NA,NA
13 may,78.1,54.4,2.17,23.9,0,1.1,Climate Addison - Alabama,NA,NA,NA
14 may,78.3,54.7,2.36,24.06,0,1.1,Climate Addison - Alabama,NA,NA,NA
15 may,78.4,54.9,2.52,24.21,0,1.1,Climate Addison - Alabama,NA,NA,NA
16 may,78.6,55.2,2.72,24.41,0,1.1,Climate Addison - Alabama,NA,NA,NA
17 may,78.8,55.5,2.87,24.57,0,1.1,Climate Addison - Alabama,NA,NA,NA
18 may,79,55.7,3.03,24.72,0,1.1,Climate Addison - Alabama,NA,NA,NA
19 may,79.2,56,3.19,24.88,0,1.1,Climate Addison - Alabama,NA,NA,NA
20 may,79.4,56.3,3.35,25.04,0,1.1,Climate Addison - Alabama,NA,NA,NA
21 may,79.6,56.5,3.5,25.2,0,1.1,Climate Addison - Alabama,NA,NA,NA
22 may,79.8,56.8,3.66,25.35,0,1.1,Climate Addison - Alabama,NA,NA,NA
23 may,80,57.1,3.82,25.51,0,1.1,Climate Addison - Alabama,NA,NA,NA
24 may,80.2,57.3,3.98,25.67,0,1.1,Climate Addison - Alabama,NA,NA,NA
25 may,80.5,57.6,4.13,25.83,0,1.1,Climate Addison - Alabama,NA,NA,NA
26 may,80.7,57.8,4.29,25.98,0,1.1,Climate Addison - Alabama,NA,NA,NA
27 may,80.9,58.1,4.45,26.14,0,1.1,Climate Addison - Alabama,NA,NA,NA
28 may,81.1,58.3,4.57,26.3,0,1.1,Climate Addison - Alabama,NA,NA,NA
29 may,81.4,58.6,4.72,26.46,0,1.1,Climate Addison - Alabama,NA,NA,NA
30 may,81.6,58.8,4.88,26.57,0,1.1,Climate Addison - Alabama,NA,NA,NA
31 may,81.9,59.1,5.04,26.73,0,1.1,Climate Addison - Alabama,NA,NA,NA
1 jun,82.1,59.4,0.16,26.89,0,1.1,Climate Addison - Alabama,NA,NA,NA
2 jun,82.3,59.6,0.31,27.05,0,1.1,Climate Addison - Alabama,NA,NA,NA
3 jun,82.6,59.9,0.43,27.2,0,1.1,Climate Addison - Alabama,NA,NA,NA
4 jun,82.9,60.1,0.59,27.32,0,1.1,Climate Addison - Alabama,NA,NA,NA
5 jun,83.1,60.4,0.75,27.48,0,1.1,Climate Addison - Alabama,NA,NA,NA
6 jun,83.4,60.7,0.87,27.64,0,1.1,Climate Addison - Alabama,NA,NA,NA
7 jun,83.6,60.9,1.02,27.76,0,1.1,Climate Addison - Alabama,NA,NA,NA
8 jun,83.9,61.2,1.18,27.91,0,1.1,Climate Addison - Alabama,NA,NA,NA
9 jun,84.1,61.4,1.34,28.07,0,1.1,Climate Addison - Alabama,NA,NA,NA
10 jun,84.4,61.7,1.46,28.23,0,1.1,Climate Addison - Alabama,NA,NA,NA
11 jun,84.7,62,1.61,28.35,0,1.1,Climate Addison - Alabama,NA,NA,NA
12 jun,84.9,62.2,1.77,28.5,0,1.1,Climate Addison - Alabama,NA,NA,NA
13 jun,85.2,62.5,1.93,28.66,0,1.1,Climate Addison - Alabama,NA,NA,NA
14 jun,85.4,62.7,2.05,28.82,0,1.1,Climate Addison - Alabama,NA,NA,NA
15 jun,85.7,63,2.2,28.98,0,1.1,Climate Addison - Alabama,NA,NA,NA
16 jun,85.9,63.2,2.36,29.13,0,1.1,Climate Addison - Alabama,NA,NA,NA
17 jun,86.1,63.5,2.52,29.25,0,1.1,Climate Addison - Alabama,NA,NA,NA
18 jun,86.4,63.7,2.68,29.45,0,1.1,Climate Addison - Alabama,NA,NA,NA
19 jun,86.6,64,2.83,29.61,0,1.1,Climate Addison - Alabama,NA,NA,NA
20 jun,86.8,64.2,2.99,29.72,0,1.1,Climate Addison - Alabama,NA,NA,NA
21 jun,87,64.4,3.15,29.88,0,1.1,Climate Addison - Alabama,NA,NA,NA
22 jun,87.2,64.7,3.31,30.04,0,1.1,Climate Addison - Alabama,NA,NA,NA
23 jun,87.4,64.9,3.46,30.2,0,1.1,Climate Addison - Alabama,NA,NA,NA
24 jun,87.6,65.1,3.58,30.35,0,1.1,Climate Addison - Alabama,NA,NA,NA
25 jun,87.8,65.3,3.78,30.51,0,1.1,Climate Addison - Alabama,NA,NA,NA
26 jun,87.9,65.5,3.9,30.67,0,1.1,Climate Addison - Alabama,NA,NA,NA
27 jun,88.1,65.7,4.06,30.83,0,1.1,Climate Addison - Alabama,NA,NA,NA
28 jun,88.2,65.9,4.21,30.98,0,1.1,Climate Addison - Alabama,NA,NA,NA
29 jun,88.3,66,4.41,31.14,0,1.1,Climate Addison - Alabama,NA,NA,NA
30 jun,88.4,66.2,4.57,31.34,0,1.1,Climate Addison - Alabama,NA,NA,NA
1 jul,88.6,66.3,0.2,31.54,0,1.1,Climate Addison - Alabama,NA,NA,NA
2 jul,88.6,66.5,0.39,31.73,0,1.1,Climate Addison - Alabama,NA,NA,NA
3 jul,88.7,66.6,0.59,31.93,0,1.1,Climate Addison - Alabama,NA,NA,NA
4 jul,88.8,66.7,0.79,32.13,0,1.1,Climate Addison - Alabama,NA,NA,NA
5 jul,88.9,66.8,0.98,32.28,0,1.1,Climate Addison - Alabama,NA,NA,NA
6 jul,88.9,66.9,1.18,32.48,0,1.1,Climate Addison - Alabama,NA,NA,NA
7 jul,89,67,1.34,32.68,0,1.1,Climate Addison - Alabama,NA,NA,NA
8 jul,89,67.1,1.54,32.83,0,1.1,Climate Addison - Alabama,NA,NA,NA
9 jul,89,67.2,1.69,33.03,0,1.1,Climate Addison - Alabama,NA,NA,NA
10 jul,89.1,67.2,1.89,33.23,0,1.1,Climate Addison - Alabama,NA,NA,NA
11 jul,89.1,67.3,2.09,33.39,0,1.1,Climate Addison - Alabama,NA,NA,NA
12 jul,89.1,67.3,2.24,33.58,0,1.1,Climate Addison - Alabama,NA,NA,NA
13 jul,89.1,67.3,2.44,33.78,0,1.1,Climate Addison - Alabama,NA,NA,NA
14 jul,89.1,67.4,2.64,33.94,0,1.1,Climate Addison - Alabama,NA,NA,NA
15 jul,89.1,67.4,2.8,34.13,0,1.1,Climate Addison - Alabama,NA,NA,NA
16 jul,89,67.4,2.99,34.29,0,1.1,Climate Addison - Alabama,NA,NA,NA
17 jul,89,67.4,3.19,34.49,0,1.1,Climate Addison - Alabama,NA,NA,NA
18 jul,89,67.4,3.35,34.69,0,1.1,Climate Addison - Alabama,NA,NA,NA
19 jul,89,67.4,3.54,34.88,0,1.1,Climate Addison - Alabama,NA,NA,NA
20 jul,89,67.3,3.7,35.04,0,1.1,Climate Addison - Alabama,NA,NA,NA
21 jul,88.9,67.3,3.9,35.2,0,1.1,Climate Addison - Alabama,NA,NA,NA
22 jul,88.9,67.3,4.06,35.39,0,1.1,Climate Addison - Alabama,NA,NA,NA
23 jul,88.9,67.2,4.25,35.55,0,1.1,Climate Addison - Alabama,NA,NA,NA
24 jul,88.9,67.2,4.41,35.75,0,1.1,Climate Addison - Alabama,NA,NA,NA
25 jul,88.8,67.2,4.61,35.94,0,1.1,Climate Addison - Alabama,NA,NA,NA
26 jul,88.8,67.1,4.8,36.1,0,1.1,Climate Addison - Alabama,NA,NA,NA
27 jul,88.8,67.1,4.96,36.3,0,1.1,Climate Addison - Alabama,NA,NA,NA
28 jul,88.8,67,5.12,36.46,0,1.1,Climate Addison - Alabama,NA,NA,NA
29 jul,88.7,67,5.31,36.61,0,1.1,Climate Addison - Alabama,NA,NA,NA
30 jul,88.7,66.9,5.47,36.77,0,1.1,Climate Addison - Alabama,NA,NA,NA
31 jul,88.7,66.9,5.63,36.93,0,1.1,Climate Addison - Alabama,NA,NA,NA
1 aug,88.7,66.8,0.12,37.09,0,1.1,Climate Addison - Alabama,NA,NA,NA
2 aug,88.7,66.8,0.28,37.2,0,1.1,Climate Addison - Alabama,NA,NA,NA
3 aug,88.7,66.7,0.39,37.36,0,1.1,Climate Addison - Alabama,NA,NA,NA
4 aug,88.7,66.7,0.55,37.48,0,1.1,Climate Addison - Alabama,NA,NA,NA
5 aug,88.7,66.6,0.71,37.64,0,1.1,Climate Addison - Alabama,NA,NA,NA
6 aug,88.7,66.6,0.83,37.76,0,1.1,Climate Addison - Alabama,NA,NA,NA
7 aug,88.7,66.6,0.98,37.91,0,1.1,Climate Addison - Alabama,NA,NA,NA
8 aug,88.7,66.5,1.1,38.03,0,1.1,Climate Addison - Alabama,NA,NA,NA
9 aug,88.6,66.5,1.22,38.19,0,1.1,Climate Addison - Alabama,NA,NA,NA
10 aug,88.6,66.4,1.38,38.31,0,1.1,Climate Addison - Alabama,NA,NA,NA
11 aug,88.6,66.4,1.5,38.43,0,1.1,Climate Addison - Alabama,NA,NA,NA
12 aug,88.6,66.4,1.61,38.58,0,1.1,Climate Addison - Alabama,NA,NA,NA
13 aug,88.6,66.3,1.77,38.7,0,1.1,Climate Addison - Alabama,NA,NA,NA
14 aug,88.6,66.3,1.89,38.82,0,1.1,Climate Addison - Alabama,NA,NA,NA
15 aug,88.6,66.2,2.01,38.94,0,1.1,Climate Addison - Alabama,NA,NA,NA
16 aug,88.5,66.2,2.13,39.09,0,1.1,Climate Addison - Alabama,NA,NA,NA
17 aug,88.5,66.1,2.24,39.21,0,1.1,Climate Addison - Alabama,NA,NA,NA
18 aug,88.5,66.1,2.36,39.33,0,1.1,Climate Addison - Alabama,NA,NA,NA
19 aug,88.4,66,2.52,39.45,0,1.1,Climate Addison - Alabama,NA,NA,NA
20 aug,88.4,65.9,2.64,39.57,0,1.1,Climate Addison - Alabama,NA,NA,NA
21 aug,88.3,65.8,2.76,39.69,0,1.1,Climate Addison - Alabama,NA,NA,NA
22 aug,88.2,65.8,2.87,39.8,0,1.1,Climate Addison - Alabama,NA,NA,NA
23 aug,88.1,65.7,2.99,39.92,0,1.1,Climate Addison - Alabama,NA,NA,NA
24 aug,88,65.6,3.07,40.04,0,1.1,Climate Addison - Alabama,NA,NA,NA
25 aug,87.9,65.4,3.19,40.12,0,1.1,Climate Addison - Alabama,NA,NA,NA
26 aug,87.8,65.3,3.31,40.24,0,1.1,Climate Addison - Alabama,NA,NA,NA
27 aug,87.7,65.2,3.39,40.31,0,1.1,Climate Addison - Alabama,NA,NA,NA
28 aug,87.5,65,3.5,40.43,0,1.1,Climate Addison - Alabama,NA,NA,NA
29 aug,87.4,64.9,3.62,40.55,0,1.1,Climate Addison - Alabama,NA,NA,NA
30 aug,87.2,64.7,3.7,40.67,0,1.1,Climate Addison - Alabama,NA,NA,NA
31 aug,87,64.5,3.86,40.79,0,1.1,Climate Addison - Alabama,NA,NA,NA
1 sep,86.8,64.3,0.12,40.91,0,1.1,Climate Addison - Alabama,NA,NA,NA
2 sep,86.6,64.1,0.24,41.02,0,1.1,Climate Addison - Alabama,NA,NA,NA
3 sep,86.4,63.9,0.39,41.14,0,1.1,Climate Addison - Alabama,NA,NA,NA
4 sep,86.1,63.6,0.51,41.3,0,1.1,Climate Addison - Alabama,NA,NA,NA
5 sep,85.9,63.4,0.67,41.42,0,1.1,Climate Addison - Alabama,NA,NA,NA
6 sep,85.6,63.1,0.79,41.54,0,1.1,Climate Addison - Alabama,NA,NA,NA
7 sep,85.3,62.8,0.91,41.69,0,1.1,Climate Addison - Alabama,NA,NA,NA
8 sep,85,62.5,1.02,41.81,0,1.1,Climate Addison - Alabama,NA,NA,NA
9 sep,84.7,62.2,1.18,41.97,0,1.1,Climate Addison - Alabama,NA,NA,NA
10 sep,84.4,61.8,1.34,42.13,0,1.1,Climate Addison - Alabama,NA,NA,NA
11 sep,84.1,61.5,1.5,42.28,0,1.1,Climate Addison - Alabama,NA,NA,NA
12 sep,83.7,61.1,1.65,42.4,0,1.1,Climate Addison - Alabama,NA,NA,NA
13 sep,83.4,60.7,1.77,42.56,0,1.1,Climate Addison - Alabama,NA,NA,NA
14 sep,83,60.3,1.97,42.72,0,1.1,Climate Addison - Alabama,NA,NA,NA
15 sep,82.7,59.9,2.09,42.87,0,1.1,Climate Addison - Alabama,NA,NA,NA
16 sep,82.3,59.5,2.24,43.03,0,1.1,Climate Addison - Alabama,NA,NA,NA
17 sep,82,59.1,2.4,43.19,0,1.1,Climate Addison - Alabama,NA,NA,NA
18 sep,81.6,58.6,2.6,43.35,0,1.1,Climate Addison - Alabama,NA,NA,NA
19 sep,81.2,58.2,2.76,43.5,0,1.1,Climate Addison - Alabama,NA,NA,NA
20 sep,80.8,57.7,2.87,43.66,0,1.1,Climate Addison - Alabama,NA,NA,NA
21 sep,80.4,57.2,3.07,43.86,0,1.1,Climate Addison - Alabama,NA,NA,NA
22 sep,80.1,56.8,3.23,44.02,0,1.1,Climate Addison - Alabama,NA,NA,NA
23 sep,79.7,56.3,3.39,44.17,0,1.1,Climate Addison - Alabama,NA,NA,NA
24 sep,79.3,55.8,3.54,44.33,0,1.1,Climate Addison - Alabama,NA,NA,NA
25 sep,78.9,55.3,3.7,44.49,0,1.1,Climate Addison - Alabama,NA,NA,NA
26 sep,78.5,54.8,3.9,44.69,0,1.1,Climate Addison - Alabama,NA,NA,NA
27 sep,78.2,54.3,4.06,44.84,0,1.1,Climate Addison - Alabama,NA,NA,NA
28 sep,77.8,53.9,4.21,45,0,1.1,Climate Addison - Alabama,NA,NA,NA
29 sep,77.4,53.4,4.37,45.16,0,1.1,Climate Addison - Alabama,NA,NA,NA
30 sep,77.1,52.9,4.53,45.31,0,1.1,Climate Addison - Alabama,NA,NA,NA
1 oct,76.7,52.4,0.12,45.43,0,1.1,Climate Addison - Alabama,NA,NA,NA
2 oct,76.4,51.9,0.28,45.55,0,1.1,Climate Addison - Alabama,NA,NA,NA
3 oct,76,51.5,0.39,45.67,0,1.1,Climate Addison - Alabama,NA,NA,NA
4 oct,75.7,51,0.51,45.83,0,1.1,Climate Addison - Alabama,NA,NA,NA
5 oct,75.3,50.6,0.67,45.94,0,1.1,Climate Addison - Alabama,NA,NA,NA
6 oct,75,50.1,0.79,46.06,0,1.1,Climate Addison - Alabama,NA,NA,NA
7 oct,74.7,49.7,0.91,46.18,0,1.1,Climate Addison - Alabama,NA,NA,NA
8 oct,74.4,49.2,1.02,46.3,0,1.1,Climate Addison - Alabama,NA,NA,NA
9 oct,74.1,48.8,1.1,46.42,0,1.1,Climate Addison - Alabama,NA,NA,NA
10 oct,73.8,48.4,1.22,46.54,0,1.1,Climate Addison - Alabama,NA,NA,NA
11 oct,73.5,48,1.34,46.65,0,1.1,Climate Addison - Alabama,NA,NA,NA
12 oct,73.2,47.6,1.46,46.73,0,1.1,Climate Addison - Alabama,NA,NA,NA
13 oct,72.9,47.3,1.54,46.85,0,1.1,Climate Addison - Alabama,NA,NA,NA
14 oct,72.6,46.9,1.65,46.97,0,1.1,Climate Addison - Alabama,NA,NA,NA
15 oct,72.3,46.5,1.77,47.05,0,1.1,Climate Addison - Alabama,NA,NA,NA
16 oct,72,46.2,1.85,47.17,0,1.1,Climate Addison - Alabama,NA,NA,NA
17 oct,71.8,45.9,1.97,47.24,0,1.1,Climate Addison - Alabama,NA,NA,NA
18 oct,71.5,45.6,2.05,47.36,0,1.1,Climate Addison - Alabama,NA,NA,NA
19 oct,71.2,45.2,2.17,47.44,0,1.1,Climate Addison - Alabama,NA,NA,NA
20 oct,70.9,44.9,2.24,47.56,0,1.1,Climate Addison - Alabama,NA,NA,NA
21 oct,70.7,44.6,2.36,47.68,0,1.1,Climate Addison - Alabama,NA,NA,NA
22 oct,70.4,44.4,2.48,47.8,0,1.1,Climate Addison - Alabama,NA,NA,NA
23 oct,70.1,44.1,2.6,47.91,0,1.1,Climate Addison - Alabama,NA,NA,NA
24 oct,69.8,43.8,2.72,48.03,0,1.1,Climate Addison - Alabama,NA,NA,NA
25 oct,69.5,43.6,2.83,48.15,0,1.1,Climate Addison - Alabama,NA,NA,NA
26 oct,69.2,43.3,2.95,48.27,0,1.1,Climate Addison - Alabama,NA,NA,NA
27 oct,68.9,43.1,3.07,48.39,0,1.1,Climate Addison - Alabama,NA,NA,NA
28 oct,68.6,42.8,3.23,48.5,0,1.1,Climate Addison - Alabama,NA,NA,NA
29 oct,68.3,42.6,3.35,48.62,0,1.1,Climate Addison - Alabama,NA,NA,NA
30 oct,68,42.3,3.46,48.78,0,1.1,Climate Addison - Alabama,NA,NA,NA
31 oct,67.7,42.1,3.58,48.9,0,1.1,Climate Addison - Alabama,NA,NA,NA
1 nov,67.4,41.9,0.16,49.06,0,1.1,Climate Addison - Alabama,NA,NA,NA
2 nov,67.1,41.7,0.28,49.17,0,1.1,Climate Addison - Alabama,NA,NA,NA
3 nov,66.7,41.4,0.39,49.29,0,1.1,Climate Addison - Alabama,NA,NA,NA
4 nov,66.4,41.2,0.55,49.45,0,1.1,Climate Addison - Alabama,NA,NA,NA
5 nov,66,41,0.71,49.61,0,1.1,Climate Addison - Alabama,NA,NA,NA
6 nov,65.7,40.7,0.83,49.72,0,1.1,Climate Addison - Alabama,NA,NA,NA
7 nov,65.3,40.5,0.98,49.88,0,1.1,Climate Addison - Alabama,NA,NA,NA
8 nov,64.9,40.3,1.1,50,0,1.1,Climate Addison - Alabama,NA,NA,NA
9 nov,64.5,40,1.26,50.16,0,1.1,Climate Addison - Alabama,NA,NA,NA
10 nov,64.2,39.8,1.42,50.31,0,1.1,Climate Addison - Alabama,NA,NA,NA
11 nov,63.8,39.5,1.54,50.43,0,1.1,Climate Addison - Alabama,NA,NA,NA
12 nov,63.4,39.3,1.69,50.59,0,1.1,Climate Addison - Alabama,NA,NA,NA
13 nov,63,39,1.85,50.75,0,1.1,Climate Addison - Alabama,NA,NA,NA
14 nov,62.5,38.7,2.05,50.94,0,1.1,Climate Addison - Alabama,NA,NA,NA
15 nov,62.1,38.5,2.2,51.1,0,1.1,Climate Addison - Alabama,NA,NA,NA
16 nov,61.7,38.2,2.4,51.3,0,1.1,Climate Addison - Alabama,NA,NA,NA
17 nov,61.3,37.9,2.6,51.5,0,1.1,Climate Addison - Alabama,NA,NA,NA
18 nov,60.9,37.7,2.83,51.73,0,1.1,Climate Addison - Alabama,NA,NA,NA
19 nov,60.4,37.4,3.03,51.93,0,1.1,Climate Addison - Alabama,NA,NA,NA
20 nov,60,37.1,3.27,52.17,0,1.1,Climate Addison - Alabama,NA,NA,NA
21 nov,59.6,36.8,3.46,52.36,0,1.1,Climate Addison - Alabama,NA,NA,NA
22 nov,59.1,36.5,3.7,52.6,0,1.1,Climate Addison - Alabama,NA,NA,NA
23 nov,58.7,36.2,3.94,52.83,0,1.1,Climate Addison - Alabama,NA,NA,NA
24 nov,58.3,35.9,4.13,53.03,0,1.1,Climate Addison - Alabama,NA,NA,NA
25 nov,57.9,35.6,4.33,53.23,0,1.1,Climate Addison - Alabama,NA,NA,NA
26 nov,57.5,35.3,4.53,53.43,0,1.1,Climate Addison - Alabama,NA,NA,NA
27 nov,57,35,4.76,53.66,0,1.1,Climate Addison - Alabama,NA,NA,NA
28 nov,56.6,34.7,4.96,53.86,0,1.1,Climate Addison - Alabama,NA,NA,NA
29 nov,56.2,34.4,5.16,54.06,0,1.1,Climate Addison - Alabama,NA,NA,NA
30 nov,55.8,34.1,5.39,54.29,0,1.1,Climate Addison - Alabama,NA,NA,NA
1 dec,55.4,33.8,0.2,54.49,0,1.1,Climate Addison - Alabama,NA,NA,NA
2 dec,55.1,33.5,0.39,54.69,0,1.1,Climate Addison - Alabama,NA,NA,NA
3 dec,54.7,33.2,0.59,54.88,0,1.1,Climate Addison - Alabama,NA,NA,NA
4 dec,54.3,32.9,0.79,55.08,0,1.1,Climate Addison - Alabama,NA,NA,NA
5 dec,54,32.6,0.98,55.28,0,1.1,Climate Addison - Alabama,NA,NA,NA
6 dec,53.6,32.3,1.18,55.47,0,1.1,Climate Addison - Alabama,NA,NA,NA
7 dec,53.3,32,1.42,55.67,0,1.1,Climate Addison - Alabama,NA,NA,NA
8 dec,53,31.7,1.61,55.87,0,1.1,Climate Addison - Alabama,NA,NA,NA
9 dec,52.7,31.4,1.81,56.1,0,1.1,Climate Addison - Alabama,NA,NA,NA
10 dec,52.4,31.2,2.05,56.3,0,1.1,Climate Addison - Alabama,NA,NA,NA
11 dec,52.1,30.9,2.24,56.54,0,1.1,Climate Addison - Alabama,NA,NA,NA
12 dec,51.8,30.7,2.44,56.73,0,1.1,Climate Addison - Alabama,NA,NA,NA
13 dec,51.5,30.4,2.64,56.93,0,1.1,Climate Addison - Alabama,NA,NA,NA
14 dec,51.3,30.2,2.83,57.13,0,1.1,Climate Addison - Alabama,NA,NA,NA
15 dec,51,30,3.03,57.32,0,1.1,Climate Addison - Alabama,NA,NA,NA
16 dec,50.8,29.8,3.23,57.52,0,1.1,Climate Addison - Alabama,NA,NA,NA
17 dec,50.5,29.5,3.39,57.68,0,1.1,Climate Addison - Alabama,NA,NA,NA
18 dec,50.3,29.4,3.54,57.83,0,1.1,Climate Addison - Alabama,NA,NA,NA
19 dec,50.1,29.2,3.7,57.99,0,1.1,Climate Addison - Alabama,NA,NA,NA
20 dec,49.9,29,3.86,58.15,0,1.1,Climate Addison - Alabama,NA,NA,NA
21 dec,49.8,28.8,4.02,58.31,0,1.1,Climate Addison - Alabama,NA,NA,NA
22 dec,49.6,28.7,4.21,58.46,0,1.1,Climate Addison - Alabama,NA,NA,NA
23 dec,49.4,28.5,4.37,58.62,0,1.1,Climate Addison - Alabama,NA,NA,NA
24 dec,49.3,28.4,4.53,58.82,0,1.1,Climate Addison - Alabama,NA,NA,NA
25 dec,49.1,28.2,4.72,58.98,0,1.1,Climate Addison - Alabama,NA,NA,NA
